SUBSTÂNCIA;LABORATÓRIO;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);PMC Sem Impostos;TARJA;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEMOZOLOMIDA;20 MG CAP DURA CT BL AL AL X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;667,83;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEMOZOLOMIDA;20 MG CAP DURA CT BL AL AL X 20;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;2671,31;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL;100 MG PO LIOF SOL INJ IV CT 1 FA VD TRANS X 42 ML;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL;100 MG PO LIOF SOL INJ IV CT 5 FA VD TRANS X 42 ML;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL;20 MG CAP DURA CT BL AL AL X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;650,91;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL;20 MG CAP DURA CT BL AL AL X 20;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;2603,62;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;5 MG CAP DURA CT BL AL AL X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;162,71;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;5 MG CAP DURA CT BL AL AL X 20;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;650,84;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;100 MG CAP DURA CT BL AL AL X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;3254,70;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;100 MG CAP DURA CT BL AL AL X 20;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;13018,80;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;140 MG CAP DURA CT BL AL AL X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;4533,52;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;140 MG CAP DURA CT BL AL AL X 20;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;18134,09;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;250 MG CAP DURA CT BL AL AL X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;7974,14;Tarja Vermelha;;
TEMOZOLOMIDA;BLAU FARMACEUTICA S.A.;TEDHOL CÁPSULAS;250 MG CAP DURA CT BL AL AL X 20;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;31896,59;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOLOMIDA;20 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;659,73;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOLOMIDA;100 MG CAP DURA CT FR VD AMB X 5 ;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;3339,08;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOLOMIDA;140 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;4651,11;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOLOMIDA;250 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;8181,01;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOLOMIDA;5 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;166,87;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOD;20 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;659,73;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOD;100 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;3339,08;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOD;140 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;4651,11;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOD;250 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;8181,01;Tarja Vermelha;;
TEMOZOLOMIDA;SUN FARMACÊUTICA DO BRASIL LTDA;TEMOZOD;5 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;166,87;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;5 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;184,90;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;5 MG CAP DURA CT FR VD AMB X 14;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;517,75;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;20 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;758,78;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;20 MG CAP DURA CT FR VD AMB X 14;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;2124,56;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;100 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;3877,11;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;100 MG CAP DURA CT FR VD AMB X 14;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;10855,94;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;140 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;5327,04;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;140 MG CAP DURA CT FR VD AMB X 14;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;14915,70;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;180 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;7590,46;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;180 MG CAP DURA CT FR VD AMB X 14;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;21253,27;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;250 MG CAP DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;9696,94;Tarja Vermelha;;
TEMOZOLOMIDA;CAMBER FARMACEUTICA LTDA;MOZ;250 MG CAP DURA CT FR VD AMB X 14;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;27151,45;Tarja Vermelha;;
TENECTEPLASE;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.;METALYSE;40 MG PO LIOF INJ CT FA + SER INJ DIL  X 8 ML + ADAPTADOR;B1D - FIBRINOLÍTICOS;Novo;;- (*) ;;
TENECTEPLASE;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.;METALYSE;50 MG PO LIOF INJ CT FA + SER INJ DIL X 10 ML + ADAPTADOR;B1D - FIBRINOLÍTICOS;Novo;;- (*) ;;
TENOXICAM;EUROFARMA LABORATORIOS S.A.;TENOXICAM;40 MG PO LIOF SOL INJ CX 50 FA VD TRANS + 50 AMP PLAS DIL X 2 ML ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;;Tarja Vermelha;;
TENOXICAM;EUROFARMA LABORATORIOS S.A.;TENOXICAM;20 MG PÓ LIOF SOL INJ CX 50 FA VD TRANS +  50 AMP PLAS DIL X 2 ML;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;;Tarja Vermelha;;
TENOXICAM;EUROFARMA LABORATORIOS S.A.;TENOXICAM;20 MG PÓ LIOF SOL INJ CX 50 FA VD TRANS;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;627,68;Tarja Vermelha;;
TENOXICAM;EUROFARMA LABORATORIOS S.A.;TENOXICAM;40 MG PO LIOF SOL INJ CX 50 FA VD TRANS;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;757,88;Tarja Vermelha;;
TENOXICAM;EMS S/A;TENOXICAM;20 MG COM REV CT BL AL PLAS TRANS X 10  ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;46,73;- (*) ;;
TENOXICAM;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;TENOXICAM;20 MG PO LIOF SOL INJ CX 50 FA VD TRANS + AMP DIL X 2 ML ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;;Tarja Vermelha;;
TENOXICAM;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;TENOXICAM;40 MG PO LIOF SOL INJ CX 50 FA VD TRANS + AMP DIL X 2 ML;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;;Tarja Vermelha;;
TENOXICAM;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;REUMOTEC;20 MG COM CT  BL AL PLAS INC X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;29,28;- (*) ;;
TENOXICAM;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;TEFLAN;20 MG COM REV CT BL AL PLAS PVC TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;47,13;Tarja Vermelha;;
TENOXICAM;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;TEFLAN;20 MG PO LIOF SOL INJ CT 50 FA VD TRANS ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;786,86;Tarja Vermelha;;
TENOXICAM;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;TEFLAN;40 MG PO LIOF SOL INJ CT 50 FA VD TRANS;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;1165,98;- (*) ;;
TENOXICAM;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;TENOXICAM;20 MG COM REV CT BL AL PLAS PVC TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;35,03;Tarja Vermelha;;
TENOXICAM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;TENOXIL;20 MG COM REV CT BL AL PLAS INC X 10 ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;27,43;- (*) ;;
TENOXICAM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;TENOXICAM;20 MG COM REV CT BL AL PLAS INC X 10 ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;43,69;- (*) ;;
TENOXICAM;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;TILONAX;20 MG COM REV CT BL AL PLAS PVC TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;45,19;Tarja Vermelha;;
TENOXICAM;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;TENOXICAM;20 MG COM REV CT BL AL PLAS PVC TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;45,19;Tarja Vermelha;;
TENOXICAM;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;TENOXICAM;20 MG COM REV CT BL AL PLAS TRANS X 10 ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;55,13;- (*) ;;
TENOXICAM;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;TITENIL;20 MG COM REV CT BL AL PLAS TRANS X 10 ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;44,74;- (*) ;;
TENOXICAM;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;TITENIL;20 MG COM REV CT BL AL PLAS TRANS X 10 ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Similar;44,74;- (*) ;;
TENOXICAM;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;TENOXICAM;20 MG COM REV CT BL AL PLAS TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;50,50;- (*) ;;
TENOXICAM;VIATRIS FARMACEUTICA DO BRASIL LTDA;TILATIL;20 MG COM REV CT BL AL PLAS TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;84,79;Tarja Vermelha;;
TEOFILINA;ABBOTT LABORATORIOS DO BRASIL LTDA;TEOLONG;100 MG CAP GEL MICROG CT BL AL PLAS AMB X 30;R3B2 - ANTIASMÁTICOS/DPOC XANTÍNICOS SISTÊMICOS;Novo;21,36;- (*) ;;
TEOFILINA;ABBOTT LABORATORIOS DO BRASIL LTDA;TEOLONG;200 MG CAP GEL MICROG CT BL AL PLAS AMB X 30;R3B2 - ANTIASMÁTICOS/DPOC XANTÍNICOS SISTÊMICOS;Novo;33,90;- (*) ;;
TEPROTUMUMABE;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;TEPEZZA;500 MG PO LIOF INJ CT 1 FA VD TRANS;S1X1 - OUTROS PRODUTOS OFTALMOLÓGICO SISTÊMICOS;Biológico;;Tarja Vermelha;;
TEPROTUMUMABE;HORIZON THERAPEUTICS BRASIL LTDA.;TEPEZZA;500 MG PO LIOF INJ CT 1 FA VD TRANS;S1X1 - OUTROS PRODUTOS OFTALMOLÓGICO SISTÊMICOS;Biológico;;Tarja Vermelha;;
TERCONAZOL;EMS S/A;TERCONAZOL;8 MG/G CREM VAG CT BG AL X 30 G + 5 APLIC;G1B - ANTIFÚNGICOS GINECOLÓGICOS;Genérico;49,63;- (*) ;;
TERIFLUNOMIDA;ACCORD FARMACÊUTICA LTDA;TERIFLUNOMIDA;14 MG COM REV CT BL AL AL X 30;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Genérico;5315,73;Tarja Vermelha sob restrição;;
TERIFLUNOMIDA;ACCORD FARMACÊUTICA LTDA;RYFLUNA;14 MG COM REV CT BL AL AL X 30;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Similar;8178,05;Tarja Vermelha sob restrição;;
TERIFLUNOMIDA;NATCOFARMA DO BRASIL LTDA;TERIFLUNOMIDA;14 MG COM REV CT BL AL AL X 30;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Genérico;5315,75;Tarja Vermelha sob restrição;;
TERIFLUNOMIDA;NATCOFARMA DO BRASIL LTDA;KLAMY;14 MG COM REV CT BL AL AL X 30;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Similar;5315,75;Tarja Vermelha sob restrição;;
TERIFLUNOMIDA;NATCOFARMA DO BRASIL LTDA;KLAMY;14 MG COM REV CT BL AL AL X 300;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Similar;53157,48;Tarja Vermelha sob restrição;;
TERIFLUNOMIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.;AUBAGIO;14 MG COM REV CT BL AL AL X 30 ;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Novo;8178,09;Tarja Vermelha sob restrição;;
TERIPARATIDA;ELI LILLY DO BRASIL LTDA;FORTEO;250 MCG /ML SOL INJ CT CARP VD INC X 2,4 ML X SIST APLIC PLAS;H4E - HOMÔNIOS PARATIREOIDEANOS E ANÁLOGOS;Biológico;4114,57;- (*) ;;
TERIPARATIDA;ACCORD FARMACÊUTICA LTDA;SONDELBAY;250 MCG/ML SOL INJ CT CAR VD TRANS X 2,4 ML X CAN APLIC PLAS;H4E - HOMÔNIOS PARATIREOIDEANOS E ANÁLOGOS;Biológico;1536,43;Tarja Vermelha;;
TERIPARATIDA;ACCORD FARMACÊUTICA LTDA;SONDELBAY;250 MCG/ML SOL INJ CT CAR VD TRANS X 2,4 ML X 3 CAN APLIC PLAS;H4E - HOMÔNIOS PARATIREOIDEANOS E ANÁLOGOS;Biológico;4609,32;Tarja Vermelha;;
TERIPARATIDA;GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDORA S.A.;TERROSA;250 MCG/ML SOL INJ CT 1 CAR VD TRANS X 2,4 ML;H4E - HOMÔNIOS PARATIREOIDEANOS E ANÁLOGOS;Biológico;690,96;Tarja Vermelha;;
TERIPARATIDA;GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDORA S.A.;TERROSA;250 MCG/ML SOL INJ CT 1 CAR VD TRANS X 2,4 ML + 1 CAN APLIC;H4E - HOMÔNIOS PARATIREOIDEANOS E ANÁLOGOS;Biológico;690,96;Tarja Vermelha;;
TERIPARATIDA;GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDORA S.A.;TERROSA;250 MCG/ML SOL INJ CT 3 CAR VD TRANS X 2,4 ML;H4E - HOMÔNIOS PARATIREOIDEANOS E ANÁLOGOS;Biológico;2072,87;Tarja Vermelha;;
"TERPINA MONOIDRATADA;MENTOL;EUCALIPTOL";EMS S/A;BROMIL;0,16 MG/ML + 0,123 MG/ML + 0,16 MCL/ML XPE INF CT FR VD AMB X 150 ML + COP;R5C - EXPECTORANTES;Novo;36,87;- (*) ;;
"TERPINA MONOIDRATADA;MENTOL;EUCALIPTOL";EMS S/A;BROMIL;0,16 MG/ML + 0,123 MG/ML + 0,16 MCL/ML XPE ADU CT FR VD AMB X 150 ML + COP;R5C - EXPECTORANTES;Novo;38,15;- (*) ;;
TESTOSTERONA;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMENTOS LTDA;ANDROGEL;10 MG/G GEL DERM CT 30 ENV AL/PLAS X 5G;G3B - ANDRÓGENOS EXCLUINDO G3E, G3F;Novo;259,50;Tarja Vermelha;;
TESTOSTERONA;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMENTOS LTDA;ANDROGEL;16,2 MG/G GEL DERM CT TB PLAS PP OPC X 60 ACIONAMENTOS;G2F - HORMÔNIOS SEXUAIS TÓPICOS;Novo;246,63;Tarja Vermelha;;
"TETRAIDROCANABINOL;CANABIDIOL";BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA;MEVATYL;27 MG/ML + 25 MG/ML SOL SPR BUC CT 3 FR VD AMB  X 10 ML;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Específico;3170,37;Tarja Preta;;
TEZEPELUMABE;ASTRAZENECA DO BRASIL LTDA;TEZSPIRE;210 MG/1,91 ML SOL INJ CT SER PREENC VD TRANS X 1,91 ML;R3X2 - TODOS OS OUTROS PRODUTOS ANTI-ASMÁTICOS e DPOC, SISTÊMICOS;Biológico;9956,40;- (*) ;;
TEZEPELUMABE;ASTRAZENECA DO BRASIL LTDA;TEZSPIRE;210 MG/1,91 ML SOL INJ CT SER PREENC VD TRANS X 1,91 ML + CAN APLIC;R3X2 - TODOS OS OUTROS PRODUTOS ANTI-ASMÁTICOS e DPOC, SISTÊMICOS;Biológico;9956,40;- (*) ;;
TIABENDAZOL;CELLERA FARMACEUTICA S.A.;TIAPLEX;50 MG/G POM DERM CT BG AL X 20 G;P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS;Similar;21,28;- (*) ;;
TIABENDAZOL;CELLERA FARMACEUTICA S.A.;TIADOL;50 MG/G POM DERM CT BG AL X 20 G;P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C);Similar;21,81;- (*) ;;
TIABENDAZOL;CELLERA FARMACEUTICA S.A.;TIADOL;50 MG/G SAB CT SACO PLAS X 65 G;P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C);Similar;29,75;- (*) ;;
TIABENDAZOL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;FOLDAN;50 MG/G POM DERM CT BG AL X 45 G;P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C);Similar;34,94;Tarja Sem Tarja;;
"TIABENDAZOL;SULFATO DE NEOMICINA";CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;MICOPLEX;50 + 5 MG/G POM CT TB PLAS X 45 G;P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C);Similar;57,40;- (*) ;;
TIAMAZOL;BIOLAB SANUS FARMACEUTICA LTDA;TAPAZOL;10 MG COM CT BL AL PLAS PVC TRANS X 100 ;H3B - PREPARAÇÕES ANTITIREOIDEANOS;Novo;63,54;Tarja Vermelha;;
TIANEPTINA SÓDICA;LABORATORIOS SERVIER DO BRASIL LTDA;STABLON;12,5 MG COM REV CT BL AL PLAS TRANS X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Novo;130,23;- (*) ;;
TIANEPTINA SÓDICA;LABORATORIOS SERVIER DO BRASIL LTDA;STABLON;12,5 MG COM REV CT BL AL AL X 60;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Novo;250,35;- (*) ;;
TIBOLONA;ORGANON FARMACEUTICA LTDA.;LIVIAL;2,5 MG COM CT BL AL PLAS PVDC TRANS X 28;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Novo;103,10;Tarja Vermelha;;
TIBOLONA;ORGANON FARMACEUTICA LTDA.;LIVIAL;2,5 MG COM CT BL AL PLAS PVDC TRANS X 84;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Novo;294,57;Tarja Vermelha;;
TIBOLONA;LIBBS FARMACÊUTICA LTDA;LIBIAM;2,5 MG COM CT BL AL PLAS TRANS X 28;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;90,65;- (*) ;;
TIBOLONA;LIBBS FARMACÊUTICA LTDA;LIBIAM;2,5 MG COM CT BL AL PLAS TRANS X 84;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;271,97;- (*) ;;
TIBOLONA;LIBBS FARMACÊUTICA LTDA;LIBIAM;1,25 MG COM CT BL AL PLAS TRANS X 28;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Novo;57,32;- (*) ;;
TIBOLONA;LIBBS FARMACÊUTICA LTDA;LIBIAM;1,25 MG COM CT BL AL PLAS TRANS X 84;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Novo;171,93;- (*) ;;
TIBOLONA;EMS S/A;TIBOLONA;2,5 MG COM CT BL AL PLAS OPC X 30;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Genérico;71,04;- (*) ;;
TIBOLONA;EMS S/A;TIBOCLIN;2,5 MG COM CT BL AL PLAS OPC X 30;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;100,99;- (*) ;;
TIBOLONA;FARMOQUÍMICA S/A;REDUCLIM;2,5 MG COM CT  BL AL PLAS TRANS X 84;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;303,29;- (*) ;;
TIBOLONA;FARMOQUÍMICA S/A;REDUCLIM;2,5 MG COM CT BL AL PLAS TRANS X 14;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;50,32;- (*) ;;
TIBOLONA;FARMOQUÍMICA S/A;REDUCLIM;1,25 MG COM CT BL AL PLAS TRANS X 14;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;28,67;- (*) ;;
TIBOLONA;FARMOQUÍMICA S/A;REDUCLIM;2,5 MG COM CT BL AL PLAS TRANS X 35;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;126,36;- (*) ;;
TIBOLONA;FARMOQUÍMICA S/A;REDUCLIM;1,25 MG COM CT BL AL PLAS TRANS X 35;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;94,55;- (*) ;;
TIBOLONA;GERMED FARMACEUTICA LTDA;TIBOLONA;2,5 MG COM CT BL AL PLAS OPC X 30;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Genérico;71,04;- (*) ;;
TIBOLONA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CLINDELLA;2,5 MG COM CT BL AL PLAS OPC X 30;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;100,99;- (*) ;;
TIBOLONA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CLINDELLA;2,5 MG COM CT BL AL PLAS OPC X 60;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;201,97;- (*) ;;
TIBOLONA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;TIBOLONA;2,5 MG COM CT BL AL PLAS OPC X 30;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Genérico;71,83;- (*) ;;
TIBOLONA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;TIBOLONA;2,5 MG COM CT BL AL PLAS TRANS X 28 ;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Genérico;67,06;Tarja Vermelha;;
