SUBSTÂNCIA;LABORATÓRIO;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);PMC Sem Impostos;TARJA;;
CLORIDRATO DE HIDROXIZINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;CLORIDRATO DE HIDROXIZINA;10MG/5ML SOL OR CT FR PLAS AMB X 100 ML ;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Genérico;28,80;- (*) ;;
CLORIDRATO DE HIDROXIZINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CLORIDRATO DE HIDROXIZINA;10MG/5ML SOL ORAL CX FR PET AMB X 120ML+COPO MEDIDA ;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Genérico;36,12;- (*) ;;
"CLORIDRATO DE HIDROXOCOBALAMINA;TRIPTOFANO;CLORIDRATO DE ARGININA;GLUTAMINA;FOSFATO DE LEVOTREONINA;DEXFOSFOSSERINA";CHIESI FARMACÊUTICA LTDA;FORTEN;(PO SOL + SOL) OR CT 10 FR PLAS PEAD TRANSL X 10 ML;A13A2 - TODOS OS OUTROS TÔNICOS;Específico;76,08;Tarja Sem Tarja;;
"CLORIDRATO DE HIDROXOCOBALAMINA;TRIPTOFANO;CLORIDRATO DE ARGININA;GLUTAMINA;FOSFATO DE LEVOTREONINA;DEXFOSFOSSERINA";CHIESI FARMACÊUTICA LTDA;FORTEN;(PO SOL + SOL) OR CT 20 FR PLAS PEAD TRANSL X 10 ML;N6E - NEUROTÔNICOS E OUTROS;Específico;152,15;Tarja Sem Tarja;;
CLORIDRATO DE IDARRUBICINA;FARMARIN INDUSTRIA E COMERCIO LTDA;EVOMID;5 MG PO LIOF INJ CT FA VD TRANS;L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IDARRUBICINA;FARMARIN INDUSTRIA E COMERCIO LTDA;EVOMID;10 MG PO LIOF INJ CT FA VD TRANS;L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IMIPRAMINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;TOFRANIL;25 MG COM REV CT BL AL PLAS PVDC TRANS X 20;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;11,72;Tarja Vermelha sob restrição;;
CLORIDRATO DE IMIPRAMINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;TOFRANIL;25 MG COM REV CX BL AL PLAS PVDC TRANS X 200;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;117,31;Tarja Vermelha sob restrição;;
CLORIDRATO DE IMIPRAMINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;TOFRANIL;25 MG COM REV CT BL AL PLAS PVDC TRANS X 60;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;35,18;Tarja Vermelha sob restrição;;
CLORIDRATO DE IMIPRAMINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;TOFRANIL;25 MG COM REV CT BL AL PLAS PVDC TRANS X 90;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;52,77;Tarja Vermelha sob restrição;;
CLORIDRATO DE IOIMBINA;APSEN FARMACEUTICA S/A;YOMAX;5,4 MG COM CT BL AL PLAS TRANS X 60;G4E9 - OUTROS PRODUTOS PARA DISFUNÇÃO ERÉTIL;Específico;82,86;- (*) ;;
CLORIDRATO DE IPTACOPANA MONOIDRATADO;NOVARTIS BIOCIENCIAS S.A;FABHALTA;200 MG CAP DURA CT BL AL PLAS PVC/PE/PVDC TRANS X 56;B6X - OUTROS AGENTES HEMATOLÓGICOS;Novo;164212,58;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;FARMARIN INDUSTRIA E COMERCIO LTDA;EVOTERIN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;FARMARIN INDUSTRIA E COMERCIO LTDA;EVOTERIN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;PFIZER BRASIL LTDA;CAMPTOSAR;20 MG/ML SOL DIL INFUS IV CT FA PLAS PP AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Novo;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;PFIZER BRASIL LTDA;CAMPTOSAR;20 MG/ML SOL DIL INFUS IV CT FA PLAS PP AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Novo;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;ACCORD FARMACÊUTICA LTDA;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML ;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;ACCORD FARMACÊUTICA LTDA;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML ;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO;ANTIBIÓTICOS DO BRASIL LTDA;PROTO-ITECAN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML ;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;FRESENIUS KABI BRASIL LTDA;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML ;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;FRESENIUS KABI BRASIL LTDA;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;EUROFARMA LABORATORIOS S.A.;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;EUROFARMA LABORATORIOS S.A.;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;IRO;20 MG/ML SOL DIL INFUS CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;LABORATORIOS SERVIER DO BRASIL LTDA;ONIVYDE;4,3 MG/ML SUS INJ LIB PROL DIL INFUS IV CT FA VD TRANS X 10 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Novo;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;BLAU FARMACEUTICA S.A.;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;BLAU FARMACEUTICA S.A.;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS  IV CT 10 FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;BLAU FARMACEUTICA S.A.;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;BLAU FARMACEUTICA S.A.;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;CAMBER FARMACEUTICA LTDA;IRNO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;CAMBER FARMACEUTICA LTDA;IRNO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Similar;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;CAMBER FARMACEUTICA LTDA;CLORIDRATO DE IRINOTECANO TRIIDRATADO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE IRINOTECANO TRIIDRATADO;CAMBER FARMACEUTICA LTDA;CLORIDRATO DE IRINOTECANO TRIIDRATADO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;;Tarja Vermelha;;
CLORIDRATO DE ISOTIPENDIL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANDANTOL;7,5 MG/G GEL CT BG AL X 40 G;D4A - ANTIPRURIGINOSOS  TÓPICOS - INCLUINDO ANTIHISTAMÍNICOS, ANESTÉSICOS, ETC;Similar;19,50;Tarja Sem Tarja;;
CLORIDRATO DE ISOXSUPRINA;APSEN FARMACEUTICA S/A;INIBINA;10 MG COM CT BL AL PLAS INC X 20;G2E - INIBIDORES DO PARTO;Similar;89,98;- (*) ;;
CLORIDRATO DE ISOXSUPRINA;APSEN FARMACEUTICA S/A;INIBINA;5 MG/ML SOL INJ CT 5 AMP X 2 ML;G2E - INIBIDORES DO PARTO;Similar;86,79;- (*) ;;
CLORIDRATO DE ISOXSUPRINA;APSEN FARMACEUTICA S/A;INIBINA;10 MG COM CT BL AL PLAS INC X 30;G2E - INIBIDORES DO PARTO;Similar;128,23;- (*) ;;
CLORIDRATO DE ISOXSUPRINA;APSEN FARMACEUTICA S/A;INIBINA;5 MG/ML SOL INJ CX 25 AMP X 2 ML;G2E - INIBIDORES DO PARTO;Similar;429,09;- (*) ;;
CLORIDRATO DE ISOXSUPRINA;APSEN FARMACEUTICA S/A;INIBINA;5 MG/ML SOL INJ CT 5 FA VD AMB X 2 ML;G2E - INIBIDORES DO PARTO;Similar;86,79;- (*) ;;
CLORIDRATO DE ISOXSUPRINA;APSEN FARMACEUTICA S/A;INIBINA;5 MG/ML SOL INJ CX 25 FA VD AMB X 2 ML;G2E - INIBIDORES DO PARTO;Similar;429,09;- (*) ;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;5 MG COM REV CT BL AL  AL X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;20,84;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;5 MG COM REV CT BL AL  AL X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;26,04;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;5 MG COM REV CT BL AL  AL X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;78,16;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;5 MG COM REV CT BL AL  AL X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;156,36;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;5 MG COM REV CT BL AL  AL X 90;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;234,51;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;5 MG COM REV CT BL AL  AL X 100;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;260,57;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;7,5 MG COM REV CT BL AL AL X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;23,34;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;7,5 MG COM REV CT BL AL AL X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;29,18;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;7,5 MG COM REV CT BL AL AL X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;87,54;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;7,5 MG COM REV CT BL AL AL X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;175,03;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;7,5 MG COM REV CT BL AL AL X 90;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;262,57;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;IVAHART;7,5 MG COM REV CT BL AL AL X 100;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;291,73;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 8;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;13,53;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 10;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;16,92;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 30;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;50,74;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 60;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;101,50;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 90;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;152,25;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 100;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;169,16;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 8;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;15,18;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 10;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;18,96;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 30;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;56,89;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 60;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;113,78;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 90;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;170,66;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;TORRENT DO BRASIL LTDA;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 100;C1X - TODAS OUTRAS PREPARAÇÕES CARDÍACAS;Genérico;189,63;Tarja Vermelha;;
CLORIDRATO DE IVABRADINA;LABORATORIOS SERVIER DO BRASIL LTDA;PROCORALAN;5 MG COM REV CT BL AL PLAS INC X 28;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;72,96;- (*) ;;
CLORIDRATO DE IVABRADINA;LABORATORIOS SERVIER DO BRASIL LTDA;PROCORALAN;5 MG COM REV CT BL AL PLAS INC X 56;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;145,55;- (*) ;;
CLORIDRATO DE IVABRADINA;LABORATORIOS SERVIER DO BRASIL LTDA;PROCORALAN;7,5 MG COM REV CT BL AL PLAS INC X 56;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;163,40;- (*) ;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;10 MG COM REV CT BL AL AL X 20;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;105,16;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;10 MG COM REV CT BL AL AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;157,78;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;20 MG COM REV CT BL AL AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;267,54;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;10 MG COM REV CT BL AL PLAS PVC TRANS X 5;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;26,29;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;10 MG COM REV CT BL AL PLAS PVC TRANS X 10;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;52,59;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;10 MG COM REV CT BL AL PLAS PVC TRANS X 20;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;105,16;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;10 MG COM REV CT BL AL PLAS PVC TRANS X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;157,76;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;20 MG COM REV CT BL AL PLAS PVC TRANS X 10;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;89,18;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;APSEN FARMACEUTICA S/A;ZANIDIP;20 MG COM REV CT BL AL PLAS PVC TRANS X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;267,54;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;EMS S/A;CLORIDRATO DE LERCANIDIPINO;10 MG COM REV CT BL AL / AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Genérico;102,58;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CLORIDRATO DE LERCANIDIPINO;10 MG COM REV CT BL AL / AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Genérico;102,58;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CLORIDRATO DE LERCANIDIPINO;20 MG COM REV CT BL AL / AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Genérico;173,88;Tarja Vermelha;;
CLORIDRATO DE LERCANIDIPINO;SANOFI MEDLEY FARMACÊUTICA LTDA.;ZANIDIP;10 MG COM REV CT BL AL AL X 20;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;105,19;- (*) ;;
CLORIDRATO DE LERCANIDIPINO;SANOFI MEDLEY FARMACÊUTICA LTDA.;ZANIDIP;10 MG COM REV CT BL AL AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;157,78;- (*) ;;
CLORIDRATO DE LERCANIDIPINO;SANOFI MEDLEY FARMACÊUTICA LTDA.;ZANIDIP;20 MG COM REV CT BL AL AL X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Novo;267,54;- (*) ;;
CLORIDRATO DE LEVOBUNOLOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;B-TABLOCK;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS;Similar;36,33;Tarja Vermelha;;
CLORIDRATO DE LEVOBUNOLOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;B-TABLOCK;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML;S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS;Similar;59,56;Tarja Vermelha;;
CLORIDRATO DE LEVOBUPIVACAÍNA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;NOVABUPI (SEM VASOCONSTRITOR);2,5 MG/ML SOL INJ EPI CX 10 EST FA VD TRANS X 20 ML;N1B1 - ANESTÉSICOS LOCAIS MEDICINAIS INJETÁVEIS;Similar;;- (*) ;;
